record_id,timestamp,shipment_id,candidate_route_id,origin,destination,cargo_type,cargo_weight_kg,priority,airline,season,shc_code,num_connections,distance_km,total_transit_time_hours,capacity_available_kg,reliability_score,weather_risk_score,load_factor,cost_sar,optimization_score
RTE_001689,2025-10-22 00:33:39,SHP_000375,CR_03,ATL,JED,Pharmaceutical,475.0,Economy,FedEx Express,Monsoon,ELM,1,11119.0,27.95,1043.24,0.772,0.567,0.616,3124.54,0.6087
RTE_012901,2025-03-16 05:01:26,SHP_002871,CR_02,DOH,JED,Valuable,864.82,Express,Turkish Cargo,Spring,VAL,0,1314.0,4.38,1387.23,0.99,0.157,0.683,7277.65,0.9129
RTE_020323,2025-09-03 22:03:44,SHP_004521,CR_05,LHR,JED,General,3497.01,Economy,Qatar Airways Cargo,Monsoon,GEN,0,4524.0,11.12,9221.86,0.898,0.349,0.711,11950.24,0.6014
RTE_004615,2025-10-22 17:38:47,SHP_001035,CR_04,ICN,JED,Valuable,390.72,Economy,FedEx Express,Monsoon,VAL,1,8497.0,24.11,561.76,0.781,0.442,0.617,5535.92,0.354
RTE_013812,2025-06-22 23:37:21,SHP_003071,CR_03,LAX,JED,Dangerous,1164.21,Standard,Qatar Airways Cargo,Summer,CAO,0,13443.0,20.23,2272.76,0.933,0.732,0.773,10884.07,0.5586
RTE_018594,2025-12-27 17:56:13,SHP_004145,CR_01,SIN,JED,Heavy,8287.75,Standard,Turkish Cargo,Winter,HEA,1,7133.0,19.87,26986.09,0.881,0.075,0.764,35369.83,0.5995
RTE_005427,2025-10-18 11:57:10,SHP_001214,CR_02,JNB,JED,Dangerous,1453.38,Express,Qatar Airways Cargo,Monsoon,CAO,0,6431.0,10.07,4647.48,0.896,0.494,0.803,12815.0,0.5949
RTE_002450,2025-03-25 08:05:59,SHP_000549,CR_02,PVG,JED,Valuable,852.95,Standard,Etihad Cargo,Spring,VAL,0,7964.0,14.22,2416.58,0.941,0.245,0.609,8739.33,0.6254
RTE_015510,2025-03-12 11:56:26,SHP_003443,CR_01,CDG,JED,Valuable,141.0,Express,Qatar Airways Cargo,Spring,VAL,0,4458.0,8.2,390.66,0.913,0.409,0.769,3704.62,0.99
RTE_013339,2025-11-11 09:36:54,SHP_002966,CR_06,ADD,JED,Pharmaceutical,1368.43,Standard,Singapore Airlines Cargo,Monsoon,ELI,2,1677.0,10.13,4101.95,0.792,0.576,0.719,6932.19,0.4058
RTE_004823,2026-01-25 00:48:35,SHP_001080,CR_02,MAD,JED,Pharmaceutical,1178.28,Express,Cargolux,Winter,ELM,1,4434.0,13.14,2197.51,0.885,0.238,0.663,8865.45,0.4485
RTE_005161,2025-03-28 13:35:28,SHP_001156,CR_04,ORD,JED,General,1135.5,Standard,Emirates SkyCargo,Spring,GEN,2,10728.0,29.84,3597.74,0.792,0.459,0.858,7256.87,0.3383
RTE_000455,2025-10-25 21:59:10,SHP_000099,CR_01,IST,JED,Pharmaceutical,91.4,Standard,Turkish Cargo,Monsoon,ELI,0,2476.0,4.93,265.21,0.957,0.131,0.601,2493.02,0.921
RTE_018723,2025-06-22 22:00:34,SHP_004175,CR_02,NRT,JED,Perishable,1582.42,Express,UPS Airlines,Summer,PER,0,9760.0,15.65,1956.01,0.974,0.069,0.924,13427.32,0.677
RTE_019138,2025-12-11 01:10:58,SHP_004263,CR_01,DXB,JED,Dangerous,1477.65,Express,Lufthansa Cargo,Winter,DGR,0,1654.0,3.85,2999.35,0.972,0.53,0.592,11116.64,0.6226
RTE_014241,2025-06-18 16:48:03,SHP_003163,CR_04,RUH,JED,Dangerous,947.89,Economy,Qatar Airways Cargo,Summer,DGR,1,983.0,12.62,2150.78,0.851,0.132,0.641,5724.55,0.551
RTE_003853,2025-12-19 05:36:23,SHP_000863,CR_02,KWI,JED,Heavy,14585.38,Standard,UPS Airlines,Winter,HEA,1,1197.0,8.8,45184.86,0.778,0.22,0.801,49184.16,0.3205
RTE_000183,2025-06-24 12:17:04,SHP_000041,CR_04,PVG,JED,General,3474.21,Standard,Cargolux,Summer,GEN,0,8060.0,11.7,8493.93,0.859,0.466,0.609,17159.52,0.6437
RTE_012661,2025-03-27 13:17:15,SHP_002817,CR_03,ADD,JED,Pharmaceutical,1419.04,Express,Etihad Cargo,Spring,ELM,1,1646.0,10.53,3342.22,0.884,0.154,0.526,9456.62,0.2646
RTE_011252,2025-09-26 21:43:04,SHP_002511,CR_04,PVG,JED,Pharmaceutical,1606.62,Standard,UPS Airlines,Monsoon,ELM,1,8078.0,18.13,4632.88,0.826,0.502,0.838,7213.55,0.4849
RTE_006073,2025-04-16 17:40:00,SHP_001356,CR_04,ATL,JED,Pharmaceutical,1292.92,Standard,Turkish Cargo,Spring,ELM,2,11078.0,23.44,3938.65,0.746,0.311,0.904,6637.48,0.5746
RTE_017035,2025-06-19 02:39:22,SHP_003790,CR_02,LHR,JED,Pharmaceutical,1556.02,Express,FedEx Express,Summer,ELI,0,4586.0,9.12,3089.65,0.985,0.232,0.663,10090.13,0.99
RTE_020419,2026-02-19 22:59:47,SHP_004543,CR_05,BRU,JED,Perishable,2626.55,Standard,Saudia Cargo,Winter,FRO,0,4494.0,7.48,3931.07,0.915,0.183,0.937,14122.78,0.5848
RTE_000100,2025-11-24 02:11:17,SHP_000023,CR_02,DOH,JED,Dangerous,3388.95,Express,UPS Airlines,Monsoon,DGR,1,1253.0,8.6,8997.04,0.836,0.416,0.905,16049.44,0.6021
RTE_013537,2025-06-16 17:14:44,SHP_003012,CR_01,CAI,JED,Pharmaceutical,1388.85,Standard,UPS Airlines,Summer,ELM,1,1263.0,10.98,3128.24,0.84,0.301,0.72,8951.54,0.3709
RTE_014007,2025-08-30 02:40:35,SHP_003113,CR_03,LAX,JED,Perishable,1073.45,Standard,Saudia Cargo,Summer,FRO,1,13399.0,25.37,2202.07,0.789,0.559,0.98,9102.1,0.2939
RTE_016986,2025-04-15 18:46:11,SHP_003780,CR_01,CDG,JED,Heavy,5648.87,Economy,Qatar Airways Cargo,Spring,HEA,0,4391.0,9.79,8081.46,0.897,0.588,0.633,22033.39,0.6238
RTE_006142,2025-11-19 10:37:17,SHP_001370,CR_03,BOM,JED,Pharmaceutical,989.66,Express,Turkish Cargo,Monsoon,ELI,1,3933.0,12.79,3101.41,0.948,0.02,0.855,9023.23,0.5558
RTE_002765,2025-09-15 11:59:59,SHP_000621,CR_05,ICN,JED,Pharmaceutical,20.12,Express,Lufthansa Cargo,Monsoon,ELM,1,8570.0,13.42,47.52,0.94,0.071,0.806,2115.13,0.99
RTE_000834,2025-12-08 10:54:49,SHP_000181,CR_02,LHR,JED,Dangerous,3174.44,Express,Saudia Cargo,Winter,DGR,0,4890.0,9.54,8337.15,0.982,0.087,0.765,23076.68,0.7028
RTE_011226,2025-03-12 16:36:15,SHP_002506,CR_03,JFK,JED,Valuable,965.22,Express,Singapore Airlines Cargo,Spring,VAL,0,10196.0,15.32,2628.52,0.99,0.283,0.801,10877.44,0.7154
RTE_001708,2025-11-26 07:55:31,SHP_000379,CR_01,BOM,JED,Heavy,8147.54,Standard,FedEx Express,Monsoon,HEA,1,3847.0,15.52,15622.72,0.847,0.603,0.628,30917.59,0.5947
RTE_000255,2025-04-26 16:12:40,SHP_000055,CR_06,LHR,JED,Perishable,1332.29,Standard,Qatar Airways Cargo,Spring,ICE,2,4764.0,21.37,2944.51,0.772,0.153,0.772,5735.12,0.4344
RTE_013053,2026-01-19 00:10:22,SHP_002903,CR_03,JFK,JED,Pharmaceutical,1448.26,Economy,Emirates SkyCargo,Winter,ELM,1,10217.0,20.09,2429.31,0.844,0.122,0.835,8963.49,0.6564
RTE_007859,2026-01-12 13:22:06,SHP_001751,CR_01,CDG,JED,Pharmaceutical,681.29,Express,UPS Airlines,Winter,ELM,0,4295.0,8.53,2369.91,0.985,0.303,0.683,6362.9,0.99
RTE_001303,2025-09-02 13:19:26,SHP_000287,CR_01,ICN,JED,Pharmaceutical,1665.56,Express,Lufthansa Cargo,Monsoon,ELI,0,8645.0,14.71,4968.82,0.978,0.232,0.661,14211.98,0.8386
RTE_016319,2026-01-25 05:53:17,SHP_003630,CR_02,ORD,JED,Pharmaceutical,1676.49,Express,Saudia Cargo,Winter,ELM,1,10809.0,21.24,4270.19,0.943,0.273,0.737,14135.27,0.5076
RTE_014577,2025-07-06 14:28:00,SHP_003237,CR_02,LAX,JED,Perishable,2862.76,Express,Cargolux,Summer,FRO,1,13438.0,26.41,8788.54,0.888,0.119,0.704,19577.45,0.4104
RTE_009669,2025-05-24 00:02:42,SHP_002159,CR_01,CDG,JED,Heavy,14564.07,Economy,UPS Airlines,Spring,HEA,1,4563.0,17.22,37160.69,0.807,0.23,0.8,49073.68,0.2636
RTE_010444,2025-12-25 14:16:41,SHP_002327,CR_06,DXB,JED,Pharmaceutical,1796.02,Economy,Cargolux,Winter,ELM,0,1624.0,5.11,4855.87,0.914,0.144,0.783,8892.43,0.868
RTE_006077,2025-03-15 07:21:25,SHP_001358,CR_01,JFK,JED,Valuable,453.87,Express,Qatar Airways Cargo,Spring,VAL,0,10270.0,15.81,1273.39,0.99,0.058,0.638,7062.31,0.8839
RTE_005598,2025-04-03 09:49:32,SHP_001253,CR_03,ICN,JED,Dangerous,2678.61,Standard,Emirates SkyCargo,Spring,DGR,1,8515.0,20.06,4591.14,0.833,0.33,0.873,15853.17,0.2922
RTE_003931,2025-03-09 05:56:34,SHP_000882,CR_01,RUH,JED,Dangerous,862.1,Standard,Qatar Airways Cargo,Spring,CAO,0,700.0,4.16,2300.37,0.902,0.334,0.896,5140.85,0.6414
RTE_009771,2025-09-08 15:56:53,SHP_002181,CR_04,HKG,JED,General,2239.45,Standard,Etihad Cargo,Monsoon,GEN,0,6333.0,13.37,7505.27,0.948,0.231,0.723,11909.96,0.7628
RTE_000934,2025-11-30 18:24:01,SHP_000203,CR_01,ADD,JED,Perishable,2050.73,Express,Turkish Cargo,Monsoon,ICE,1,1895.0,9.4,3731.04,0.833,0.393,0.836,10357.16,0.2971
RTE_005305,2025-03-30 05:15:02,SHP_001186,CR_06,DEL,JED,General,4918.15,Economy,Cargolux,Spring,GEN,2,3876.0,19.4,12621.76,0.623,0.514,0.612,11496.27,0.3308
RTE_013814,2025-06-22 23:37:21,SHP_003071,CR_05,LAX,JED,Dangerous,1164.21,Standard,Saudia Cargo,Summer,CAO,2,13404.0,26.89,2887.77,0.771,0.423,0.627,8902.05,0.3376
RTE_006741,2025-12-09 14:51:00,SHP_001505,CR_02,KWI,JED,Dangerous,3714.4,Standard,Turkish Cargo,Winter,CAO,0,1261.0,5.0,7245.16,0.885,0.434,0.633,18752.31,0.5874
RTE_012367,2025-08-07 14:35:50,SHP_002754,CR_04,RUH,JED,Perishable,2163.27,Express,Emirates SkyCargo,Summer,ICE,2,750.0,14.79,5952.46,0.778,0.327,0.919,9761.21,0.4516
RTE_012839,2025-04-26 06:56:11,SHP_002858,CR_03,FRA,JED,Heavy,9226.34,Express,FedEx Express,Spring,HEA,1,4249.0,13.69,19380.39,0.912,0.234,0.751,45876.6,0.5603
RTE_002010,2025-07-29 14:39:18,SHP_000446,CR_05,MIA,JED,Valuable,257.28,Standard,Cargolux,Summer,VAL,0,11600.0,18.3,509.0,0.889,0.494,0.746,5219.23,0.8016
RTE_018852,2025-03-23 17:27:54,SHP_004203,CR_02,MAD,JED,Pharmaceutical,918.17,Express,Etihad Cargo,Spring,ELM,2,4694.0,16.91,1359.95,0.754,0.284,0.749,5209.09,0.4541
RTE_007317,2025-05-10 02:59:43,SHP_001630,CR_02,CDG,JED,Heavy,7599.94,Standard,UPS Airlines,Spring,HEA,2,4470.0,17.47,13556.79,0.819,0.08,0.607,27679.26,0.4082
RTE_002875,2025-12-11 05:08:50,SHP_000644,CR_02,LHR,JED,Valuable,56.61,Express,Cargolux,Winter,VAL,1,4609.0,9.9,127.76,0.875,0.193,0.757,2776.41,0.5635
RTE_008591,2026-02-20 22:41:31,SHP_001914,CR_03,ORD,JED,General,354.7,Standard,Singapore Airlines Cargo,Winter,GEN,1,10729.0,22.24,1159.3,0.819,0.331,0.71,5363.86,0.2313
RTE_001038,2025-06-10 17:58:02,SHP_000225,CR_05,IST,JED,General,479.17,Standard,Emirates SkyCargo,Summer,GEN,0,2434.0,5.63,735.46,0.938,0.22,0.853,2328.4,0.8413
RTE_002705,2025-10-20 13:14:10,SHP_000607,CR_04,KWI,JED,Pharmaceutical,605.79,Standard,Singapore Airlines Cargo,Monsoon,ELM,1,1304.0,12.05,1945.63,0.826,0.177,0.634,5821.04,0.5043
RTE_004849,2026-02-08 01:38:06,SHP_001086,CR_03,MAD,JED,Dangerous,1126.56,Standard,UPS Airlines,Winter,DGR,0,4533.0,7.98,2632.73,0.891,0.406,0.789,9683.49,0.4781
RTE_018316,2025-06-12 12:25:51,SHP_004082,CR_04,MIA,JED,Perishable,769.13,Express,Emirates SkyCargo,Summer,FRO,1,11467.0,20.89,2351.06,0.869,0.234,0.898,8006.44,0.1261
RTE_003358,2025-11-17 23:58:37,SHP_000754,CR_04,IST,JED,General,1882.78,Standard,FedEx Express,Monsoon,GEN,0,2277.0,6.27,5065.23,0.887,0.692,0.794,9807.84,0.5843
RTE_017894,2026-02-10 07:21:28,SHP_003986,CR_02,ICN,JED,Dangerous,3407.38,Standard,Cargolux,Winter,DGR,1,8485.0,16.92,7441.26,0.821,0.194,0.771,16338.43,0.6417
RTE_017903,2025-05-26 14:58:53,SHP_003987,CR_05,RUH,JED,Perishable,1416.85,Express,Qatar Airways Cargo,Spring,ICE,1,883.0,8.61,3312.1,0.931,0.172,0.776,9171.94,0.4379
RTE_010916,2025-08-15 01:42:06,SHP_002435,CR_01,PVG,JED,Heavy,5531.86,Standard,Saudia Cargo,Summer,HEA,1,7897.0,15.65,9570.36,0.818,0.418,0.648,23923.5,0.5584
RTE_008145,2025-11-28 21:42:53,SHP_001817,CR_03,AMS,JED,Pharmaceutical,217.8,Express,Singapore Airlines Cargo,Monsoon,ELI,2,4637.0,19.55,450.44,0.824,0.288,0.861,1561.88,0.3725
RTE_016335,2025-03-31 22:38:12,SHP_003633,CR_03,IST,JED,Valuable,406.1,Standard,UPS Airlines,Spring,VAL,2,2357.0,14.56,1051.04,0.75,0.195,0.98,4335.75,0.3186
RTE_013093,2025-12-17 03:23:55,SHP_002911,CR_03,HKG,JED,Dangerous,2671.95,Standard,Emirates SkyCargo,Winter,CAO,1,6285.0,17.53,6136.9,0.859,0.05,0.629,15542.77,0.3979
RTE_005450,2025-05-10 19:33:49,SHP_001218,CR_04,BRU,JED,Heavy,12014.9,Economy,Qatar Airways Cargo,Spring,HEA,2,4491.0,24.17,27139.11,0.775,0.102,0.98,38388.05,0.3007
RTE_010670,2025-04-20 15:06:00,SHP_002378,CR_04,BRU,JED,General,4101.38,Economy,Turkish Cargo,Spring,GEN,1,4513.0,14.16,8212.42,0.806,0.267,0.845,12493.94,0.4924
RTE_014393,2025-06-02 12:58:58,SHP_003197,CR_05,MIA,JED,Heavy,7883.63,Economy,Lufthansa Cargo,Summer,HEA,2,11683.0,31.44,15008.79,0.594,0.553,0.758,31312.99,0.2285
RTE_011041,2025-05-27 11:15:05,SHP_002463,CR_01,ATL,JED,Dangerous,1102.12,Economy,FedEx Express,Spring,CAO,1,11253.0,28.03,1874.31,0.832,0.094,0.81,6449.87,0.2992
RTE_018023,2026-02-16 18:35:05,SHP_004015,CR_06,DOH,JED,Valuable,849.83,Express,Cargolux,Winter,VAL,0,1324.0,4.4,1820.24,0.937,0.493,0.767,9029.61,0.6623
RTE_011727,2025-12-15 08:13:38,SHP_002612,CR_03,MIA,JED,General,4021.56,Express,Emirates SkyCargo,Winter,GEN,0,11742.0,15.76,10488.22,0.917,0.509,0.662,24538.44,0.6421
RTE_005001,2025-10-22 03:09:44,SHP_001122,CR_01,ORD,JED,Pharmaceutical,1933.19,Standard,Turkish Cargo,Monsoon,ELM,2,10986.0,32.82,5520.49,0.815,0.056,0.69,11899.78,0.5061
RTE_019276,2026-01-27 23:36:16,SHP_004292,CR_03,ORD,JED,Pharmaceutical,26.46,Standard,Emirates SkyCargo,Winter,ELI,0,10893.0,19.35,73.56,0.931,0.327,0.697,1531.29,0.99
RTE_011159,2025-05-14 00:53:12,SHP_002491,CR_03,FRA,JED,Pharmaceutical,54.84,Express,Saudia Cargo,Spring,ELM,1,4236.0,14.08,162.71,0.835,0.354,0.876,2903.2,0.4961
RTE_016939,2025-06-23 14:03:29,SHP_003769,CR_05,SIN,JED,Pharmaceutical,713.39,Economy,Saudia Cargo,Summer,ELM,0,6999.0,12.61,1207.67,0.923,0.092,0.786,7016.7,0.6441
RTE_016320,2026-01-25 05:53:17,SHP_003630,CR_03,ORD,JED,Pharmaceutical,1676.49,Express,Qatar Airways Cargo,Winter,ELM,0,10799.0,15.29,3344.49,0.99,0.152,0.504,13696.89,0.7939
RTE_001541,2026-01-15 02:00:58,SHP_000342,CR_04,ICN,JED,General,1409.92,Standard,Emirates SkyCargo,Winter,GEN,1,8625.0,17.84,1962.65,0.837,0.281,0.833,8600.43,0.1729
RTE_009294,2025-09-11 03:36:18,SHP_002074,CR_05,SIN,JED,Dangerous,1093.64,Standard,Saudia Cargo,Monsoon,CAO,2,7174.0,24.22,1949.17,0.732,0.284,0.805,5872.8,0.2727
RTE_002698,2025-07-08 23:18:41,SHP_000605,CR_06,ORD,JED,Dangerous,2126.99,Express,UPS Airlines,Summer,CAO,1,10771.0,22.58,3545.35,0.906,0.245,0.866,17179.77,0.33
RTE_002287,2026-01-10 05:48:26,SHP_000511,CR_01,FRA,JED,Pharmaceutical,310.46,Standard,Lufthansa Cargo,Winter,ELI,2,4195.0,19.24,674.88,0.719,0.318,0.702,3031.77,0.3758
RTE_005000,2025-11-06 18:26:21,SHP_001121,CR_04,CDG,JED,Pharmaceutical,1592.04,Express,Qatar Airways Cargo,Monsoon,ELM,1,4523.0,12.5,4669.03,0.823,0.337,0.643,12159.15,0.7001
RTE_006280,2026-01-29 00:11:16,SHP_001399,CR_01,RUH,JED,Valuable,744.68,Express,Saudia Cargo,Winter,VAL,1,810.0,7.15,2336.67,0.871,0.332,0.58,5600.8,0.4149
RTE_020204,2026-02-06 20:12:56,SHP_004494,CR_04,MAD,JED,Dangerous,2654.94,Express,Singapore Airlines Cargo,Winter,CAO,1,4631.0,10.56,8361.3,0.906,0.398,0.756,15151.34,0.6742
RTE_019162,2025-06-14 15:23:02,SHP_004268,CR_04,DXB,JED,Heavy,11669.64,Economy,Turkish Cargo,Summer,HEA,2,1674.0,21.84,26056.48,0.686,0.14,0.84,33105.41,0.2218
RTE_015139,2025-03-25 04:34:08,SHP_003363,CR_05,DEL,JED,Perishable,816.82,Express,Turkish Cargo,Spring,ICE,2,3958.0,17.06,1148.15,0.829,0.239,0.759,6080.26,0.3021
RTE_016503,2025-03-09 04:30:27,SHP_003670,CR_02,NRT,JED,Perishable,1900.19,Standard,Turkish Cargo,Spring,FRO,1,9586.0,19.85,2611.42,0.884,0.029,0.822,8229.26,0.9503
RTE_008166,2025-06-10 22:27:39,SHP_001821,CR_04,NRT,JED,Valuable,303.09,Standard,UPS Airlines,Summer,VAL,1,9561.0,21.99,489.68,0.809,0.196,0.976,4108.98,0.2604
RTE_007945,2025-06-11 05:36:17,SHP_001770,CR_02,BOM,JED,Pharmaceutical,74.8,Express,Qatar Airways Cargo,Summer,ELM,2,3762.0,14.98,213.42,0.716,0.665,0.847,3169.1,0.5104
RTE_016081,2025-06-03 03:02:50,SHP_003575,CR_01,IST,JED,Pharmaceutical,1930.79,Standard,Saudia Cargo,Summer,ELM,0,2300.0,7.22,5274.08,0.9,0.869,0.592,10202.32,0.7
RTE_009648,2025-10-22 05:38:07,SHP_002155,CR_01,ICN,JED,Pharmaceutical,1405.18,Express,Singapore Airlines Cargo,Monsoon,ELM,2,8539.0,18.26,3934.73,0.722,0.562,0.913,8436.86,0.5011
RTE_016598,2025-04-20 08:38:26,SHP_003691,CR_03,ATL,JED,Dangerous,584.27,Standard,Etihad Cargo,Spring,DGR,0,11142.0,17.77,811.75,0.906,0.238,0.79,6561.47,0.4713
RTE_006317,2025-09-02 10:24:07,SHP_001407,CR_01,ADD,JED,Pharmaceutical,26.14,Express,Singapore Airlines Cargo,Monsoon,ELM,2,1795.0,14.4,87.11,0.818,0.251,0.635,3179.5,0.4369
RTE_010039,2026-01-16 13:26:57,SHP_002241,CR_06,ORD,JED,Pharmaceutical,996.05,Standard,Etihad Cargo,Winter,ELM,1,10800.0,22.75,1508.41,0.796,0.391,0.612,5013.34,0.6411
RTE_020369,2025-05-03 17:18:45,SHP_004531,CR_03,ICN,JED,Heavy,10440.18,Standard,Singapore Airlines Cargo,Spring,HEA,1,8510.0,19.82,19378.71,0.858,0.539,0.719,45091.19,0.2495
RTE_013079,2025-11-28 18:57:34,SHP_002908,CR_03,NRT,JED,Valuable,843.89,Economy,FedEx Express,Monsoon,VAL,2,9652.0,23.24,2697.82,0.692,0.669,0.824,5785.87,0.2874
RTE_017228,2025-03-13 18:14:08,SHP_003835,CR_03,NBO,JED,Pharmaceutical,1796.15,Express,Saudia Cargo,Spring,ELM,0,2670.0,5.68,4052.29,0.989,0.176,0.716,12713.97,0.7309
RTE_014091,2026-02-05 09:51:48,SHP_003131,CR_04,ICN,JED,Heavy,6295.94,Economy,Turkish Cargo,Winter,HEA,1,8388.0,20.82,9921.76,0.822,0.053,0.7,23700.23,0.5792
RTE_006299,2025-12-09 17:49:42,SHP_001402,CR_06,FRA,JED,Dangerous,3411.87,Standard,Emirates SkyCargo,Winter,DGR,1,4213.0,14.3,6056.08,0.887,0.251,0.887,17779.88,0.4791
RTE_001334,2025-07-08 14:53:56,SHP_000293,CR_03,KWI,JED,Heavy,8997.05,Economy,FedEx Express,Summer,HEA,2,1147.0,12.8,21143.06,0.694,0.057,0.864,25925.72,0.4438
RTE_015632,2025-05-26 18:20:45,SHP_003471,CR_01,FRA,JED,Heavy,12433.04,Standard,Turkish Cargo,Spring,HEA,1,4123.0,16.09,25307.33,0.82,0.314,0.68,44827.61,0.5392
RTE_015055,2025-05-25 09:09:51,SHP_003343,CR_04,LAX,JED,General,2274.98,Express,Singapore Airlines Cargo,Spring,GEN,1,13523.0,26.73,4821.77,0.854,0.369,0.667,14191.81,0.3598
RTE_017557,2025-04-18 14:44:06,SHP_003911,CR_02,JFK,JED,Valuable,260.23,Standard,Qatar Airways Cargo,Spring,VAL,0,10160.0,18.17,515.48,0.926,0.246,0.698,5075.22,0.6257
RTE_005195,2025-03-25 23:49:27,SHP_001164,CR_02,FRA,JED,Pharmaceutical,1878.32,Standard,FedEx Express,Spring,ELI,0,4199.0,7.76,5036.41,0.974,0.187,0.73,11139.13,0.9185
RTE_001985,2025-10-13 03:53:52,SHP_000440,CR_04,RUH,JED,Pharmaceutical,1361.53,Express,Lufthansa Cargo,Monsoon,ELM,1,771.0,6.8,2362.06,0.875,0.179,0.776,6630.9,0.5153
RTE_015424,2025-12-03 17:41:10,SHP_003424,CR_02,MAD,JED,Heavy,3382.67,Standard,Emirates SkyCargo,Winter,HEA,1,4532.0,13.11,6903.84,0.875,0.621,0.692,13460.11,0.4043
RTE_002436,2025-03-10 14:35:27,SHP_000545,CR_05,ADD,JED,Perishable,2467.24,Express,Etihad Cargo,Spring,ICE,2,1717.0,10.64,6797.15,0.812,0.433,0.819,9535.8,0.4413
RTE_010485,2025-10-20 20:00:59,SHP_002337,CR_03,MIA,JED,Valuable,152.12,Express,Lufthansa Cargo,Monsoon,VAL,0,11718.0,17.01,260.28,0.967,0.306,0.683,4746.42,0.4098
RTE_008552,2026-02-27 03:13:58,SHP_001905,CR_05,NRT,JED,Perishable,1469.63,Standard,FedEx Express,Winter,PER,1,9614.0,25.1,4163.45,0.834,0.341,0.726,6452.39,0.6055
RTE_008286,2025-05-23 18:21:14,SHP_001846,CR_03,RUH,JED,Heavy,11000.55,Standard,Qatar Airways Cargo,Spring,HEA,1,930.0,8.98,13621.83,0.838,0.27,0.973,36161.23,0.8487
RTE_014745,2025-05-14 15:14:53,SHP_003273,CR_03,AUH,JED,Heavy,8034.73,Economy,Emirates SkyCargo,Spring,HEA,1,1647.0,12.14,17151.36,0.773,0.377,0.761,23728.27,0.2879
RTE_020140,2025-06-03 12:21:16,SHP_004481,CR_02,BRU,JED,General,1975.13,Express,FedEx Express,Summer,GEN,0,4251.0,7.49,5967.4,0.976,0.146,0.783,9442.74,0.99
RTE_019089,2026-02-20 22:11:22,SHP_004252,CR_03,HKG,JED,Dangerous,282.08,Standard,FedEx Express,Winter,DGR,0,6221.0,11.06,596.84,0.932,0.24,0.748,3628.7,0.99
RTE_013735,2025-09-11 02:49:34,SHP_003052,CR_02,NRT,JED,Heavy,12750.54,Express,UPS Airlines,Monsoon,HEA,0,9672.0,11.82,30035.18,0.923,0.682,0.626,86461.71,0.592
RTE_007780,2025-03-17 19:03:45,SHP_001733,CR_05,LAX,JED,Dangerous,1078.7,Standard,Emirates SkyCargo,Spring,CAO,0,13508.0,19.47,2454.48,0.871,0.486,0.713,7455.24,0.6486
RTE_018423,2025-06-01 23:49:45,SHP_004106,CR_04,KWI,JED,Dangerous,147.37,Standard,Emirates SkyCargo,Summer,CAO,2,1306.0,12.31,276.76,0.693,0.289,0.862,3844.79,0.1791
RTE_003921,2025-06-11 06:17:16,SHP_000880,CR_02,CDG,JED,Perishable,69.71,Standard,Saudia Cargo,Summer,PER,0,4360.0,7.9,207.38,0.885,0.578,0.714,1243.14,0.8102
RTE_015539,2025-05-09 15:12:30,SHP_003450,CR_05,SIN,JED,General,2763.3,Standard,Emirates SkyCargo,Spring,GEN,1,7091.0,16.94,6147.21,0.811,0.329,0.857,11464.22,0.4106
RTE_010615,2025-04-17 22:24:59,SHP_002365,CR_04,CAI,JED,Dangerous,2279.13,Standard,Saudia Cargo,Spring,DGR,1,1112.0,10.82,4432.85,0.779,0.256,0.885,8542.16,0.4934
RTE_008686,2025-06-14 14:45:15,SHP_001936,CR_01,BOM,JED,Dangerous,1137.98,Express,Qatar Airways Cargo,Summer,CAO,0,3893.0,7.06,2892.5,0.97,0.143,0.601,10430.6,0.6968
RTE_005550,2025-12-11 14:52:30,SHP_001242,CR_02,JFK,JED,Perishable,2083.5,Express,Emirates SkyCargo,Winter,PER,1,10298.0,18.88,5908.32,0.893,0.112,0.733,14730.6,0.5344
RTE_007722,2025-04-09 05:53:47,SHP_001720,CR_04,BOM,JED,Dangerous,3139.09,Express,Cargolux,Spring,CAO,1,3681.0,11.47,4110.91,0.896,0.098,0.922,18404.79,0.5574
RTE_012575,2025-05-26 04:32:12,SHP_002799,CR_01,LAX,JED,Valuable,423.61,Standard,Saudia Cargo,Spring,VAL,0,13165.0,21.05,1235.17,0.937,0.209,0.544,6299.91,0.9066
RTE_002814,2025-12-30 14:03:03,SHP_000632,CR_02,MAD,JED,General,520.72,Express,Lufthansa Cargo,Winter,GEN,1,4487.0,12.58,1397.22,0.851,0.594,0.595,4507.99,0.4751
RTE_011419,2025-06-10 05:47:11,SHP_002545,CR_02,DEL,JED,Pharmaceutical,1934.81,Express,Etihad Cargo,Summer,ELM,1,3869.0,11.64,5616.93,0.848,0.163,0.851,11989.88,0.4622
RTE_000537,2025-05-11 10:47:06,SHP_000117,CR_01,JNB,JED,Dangerous,1991.21,Standard,Turkish Cargo,Spring,DGR,2,6276.0,19.95,6294.49,0.71,0.233,0.832,8877.72,0.3527
RTE_020914,2025-08-29 05:13:26,SHP_004652,CR_03,MAD,JED,Dangerous,341.73,Express,FedEx Express,Summer,DGR,0,4520.0,6.67,700.58,0.975,0.226,0.807,5599.53,0.8479
